source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,month,year
marinij,http://www.marinij.com/westmarin/ci_17690937,3272,2011-03-24 00:00:00,,"Alexander ave., San Rafael, CA","There was a mudslide between two homes on Belvedere and Richardson drives in Strawberry, but Southern Marin fire officials called it minor. Another slide occurred along Alexander Avenue in San Rafael. County officials said no creeks went over their banks, but there was plenty of damage in unincorporated areas.  The Shoreline Unified School District closed schools due to storm-related road conditions, but other school districts remained open.  The eastbound lane on Sir Francis Drake Boulevard on Olema Hill near the town of Olema slumped and dipped as dirt washed out from under the roadway.  There were multiple slides along Paradise Drive on the Tiburon Peninsula, including a pair near Paradise Park and the Romberg Center.","Alexander ave., San Rafael, CA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3272.0,United States,US,California,12336.0,San Anselmo,1.30874,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.547,37.9768,3,2011
Oregon DOT,,8151,2015-11-17 12:32:00,,"OR 53, milepost 6.5",,"OR 53, milepost 6.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8151.0,United States,US,Oregon,1690.0,Cannon Beach,15.78543,07/01/2016 03:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.7807,45.8269,11,2015
CNN.com,http://www.cnn.com/2007/US/weather/12/04/winter.storms.ap/index.html?imw=Y&iref=mpstoryemail,380,2007-12-03 00:00:00,,Mason County,man killed when building was buried in mudslide,Mason County,50km,mudslide,rain,medium,unknown,,,,,,glc,380.0,United States,US,Washington,9834.0,Shelton,15.01823,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1628,47.3434,12,2007
Oregon DOT,,8526,2012-12-04 18:01:00,,"US 30, milepost 6.4",,"US 30, milepost 6.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8526.0,United States,US,Oregon,6009.0,West Haven,6.67192,07/07/2016 02:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7617,45.5774,12,2012
Oregon DOT,,8730,2012-01-18 22:40:00,,"OR 36, milepost 7",,"OR 36, milepost 7",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8730.0,United States,US,Oregon,8466.0,Florence,23.91107,07/08/2016 02:23:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8216,44.0601,1,2012
Oregon DOT,,8110,2015-12-08 16:05:00,,"OR 47, milepost 6.5",,"OR 47, milepost 6.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8110.0,United States,US,Oregon,1737.0,Clatskanie,6.56678,06/30/2016 07:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.2631,46.057,12,2015
Oregon DOT,,8760,2011-11-21 08:28:00,,"US 30, milepost 7.3",,"US 30, milepost 7.3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8760.0,United States,US,Oregon,11333.0,Oak Hills,7.37388,07/08/2016 04:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7736,45.5876,11,2011
Oregon DOT,,8592,2012-05-04 02:32:00,,"Historic Columbia River Highway, milepost 0.8",,"Historic Columbia River Highway, milepost 0.8",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8592.0,United States,US,Oregon,15962.0,Troutdale,1.64192,07/07/2016 03:54:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3712,45.5298,5,2012
Daily Breeze,http://www.dailybreeze.com/general-news/20141101/first-fall-rainstorm-of-the-season-teases-southern-california,6328,2014-11-01 05:05:00,,the first tunnel of Mount Baldy Road,"Overnight, one lane of Mount Baldy Road was blocked by a debris flow just south of the first tunnel around 5:05 a.m. About 1.34 inches of rain was measured at an automated rain gauge operated by Los Angeles County near there.",the first tunnel of Mount Baldy Road,1km,debris_flow,rain,small,above_road,0.0,0.0,,,,glc,6328.0,United States,US,California,3371.0,San Antonio Heights,5.35503,11/03/2014 07:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.6767,34.2008,11,2014
Oregon DOT,,8440,2013-09-28 23:19:00,,"OR 126, milepost 32.5",,"OR 126, milepost 32.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8440.0,United States,US,Oregon,1045.0,Lowell,34.1561,07/06/2016 05:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4645,44.1221,9,2013
Oregon DOT,,8197,2015-02-09 08:09:00,,"OR 36, milepost 29",,"OR 36, milepost 29",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8197.0,United States,US,Oregon,4561.0,Veneta,22.50964,07/01/2016 06:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5561,44.1872,2,2015
South Whidbey Record,http://www.southwhidbeyrecord.com/news/277277401.html,6256,2014-09-26 10:00:00,,Hastings Road area of Clinton,"A small landslide sent a tree into the powerlines in the Hastings Road area of Clinton on Friday morning, knocking out power to dozens of eastside water-view homes.",Hastings Road area of Clinton,1km,landslide,continuous_rain,small,above_road,0.0,0.0,,http://media.pnwlocalnews.com/images/22335swhidbeywebIMG_0547.jpg,,glc,6256.0,United States,US,Washington,1035.0,Langley,6.16113,10/17/2014 08:01:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3657,47.9918,9,2014
ABC 7,http://abc7.com/weather/rain-triggers-mud-debris-flows-in-colby-fire-burn-area/433549/,6500,2014-12-12 00:00:00,,Glendora Ridge Road,"Glendora Mountain Road at the gate, Glendora Ridge Road and Big Dalton Canyon Road were also closed due to debris.",Glendora Ridge Road,25km,mudslide,downpour,small,burned_area,0.0,0.0,,,,glc,6500.0,United States,US,California,50073.0,Glendora,9.86676,12/15/2014 05:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.7994,34.2062,12,2014
seattletimes.nwsource,http://seattletimes.nwsource.com/html/theweatherbeat/2013981441_buses.html,3044,2011-01-19 08:00:00,,"tracks between Evertt and Mukilteo, WA","January 19, 2011 at 5:56 PM  UPDATE: Sounder service between Everett and Seattle, blocked because of Wednesday's mudslides, will resume Friday if no other slides occur, Sound Transit said Thursday evening in an e-mail alert.  EARLIER STORY: Sounder train passengers traveling from Everett to Seattle Thursday morning will be put on buses after a Wednesday morning mudslide on tracks south of Everett halted train service, Sound Transit spokesman Kimberly Reason said.  BNSF Railway spokesman Gus Melonas said the early morning slide was cleared at about 10:30 a.m. and freight lines were open, but passenger trains must stay off the tracks for 48 hours after a slide as a precaution.  -----  Two mudslides that blocked the Burlington Northern Santa Fe railroad track between Everett and Mukilteo have been removed.  Spokesman Gus Melonas (muh-LOH'-nus) says freight service resumed at 10:30 Wednesday morning. One slide had covered the main line south of Everett, and the second slide hit the track n","tracks between Evertt and Mukilteo, WA",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3044.0,United States,US,Washington,20254.0,Mukilteo,3.66109,06/28/2016 03:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2619,47.9582,1,2011
Peninsula Daily News,http://www.peninsuladailynews.com/article/20150321/news/303219929/slide-briefly-closes-road-west-of-port-angeles-see-video-from-drone,6911,2015-03-21 13:00:00,,"Place Road, Port Angeles","In the photo at lower right, Sophie Gist and John Thomson, both of Seattle, operate a camera-carrying drone aircraft to get a bird's-eye view of a mudslide across Place Road west of Port Angeles on Saturday.","Place Road, Port Angeles",5km,mudslide,unknown,small,above_road,0.0,0.0,,http://www.peninsuladailynews.com/apps/pbcsi.dll/bilde?Site=PT&Date=20150321&Category=news&ArtNo=303219929&Ref=AR&maxw=350,,glc,6911.0,United States,US,Washington,19038.0,Port Angeles,10.70271,05/16/2015 08:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5711,48.1389,3,2015
kpic.com,http://www.kpic.com/news/local/12189201.html,382,2007-12-04 17:30:00,,"Highway 38 between Elkton and Reedsport, Oregon","occurred 5:30pm, many huge boulders blocking road. Delayed traffic","Highway 38 between Elkton and Reedsport, Oregon",5km,complex,rain,medium,unknown,,,,,,glc,382.0,United States,US,Oregon,4154.0,Reedsport,18.71757,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8673,43.6768,12,2007
Oregon DOT,,8275,2014-11-27 17:12:00,,"OR 281, milepost 11",,"OR 281, milepost 11",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8275.0,United States,US,Oregon,2255.0,Odell,7.38529,07/05/2016 06:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.6279,45.5974,11,2014
theumpquapost,http://www.theumpquapost.com/articles/2011/01/19/local_news/doc4d35f5e54b875852067545.txt,3022,2011-01-16 00:00:00,,"rt 38, Reedsport area, OR","Road crews work overtime as saturated soils cause slides  The rain fell and the earth slid last weekend when Reedsport and surrounding areas received an unseasonal amount of heavy rain and warmer than normal temperatures that contributed to early snow melt. The Oregon Department of Transportation and Douglas County Public Works Department employees worked overtime to cleanup the obstacles that Mother Nature put in the path of motorists.  County road crews cleared landslides on Lower Smith River Road, Smith River Road and Five Mile Road. They also replaced a section of Scholfield Road at milepost 7.5 that washed out due to underground springs.  ODOT road crews cleared landslides on both U.S. Highway 101 and state Highway 38. Occurred sometime over the weekend.","rt 38, Reedsport area, OR",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3022.0,United States,US,Oregon,1151.0,Drain,26.92651,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.6521,43.6712,1,2011
Record Searchlight,http://www.redding.com/news/local/Rock-slide-closes-Highway-299-at-Junction-City-364135601.html,9156,2016-01-04 00:00:00,,CA 299 near Junction City,"Highway 299 at Junction City west of Weaverville has reopened to traffic in both directions, a California Department of Transportation official said this afternoon.  The road had been closed after a rock slide sent boulders and rocks down onto the highway, officials said.  The road was closed since around 7:30 a.m. until a little after 11 a.m. this morning. CHP said it would take from two to three hours to clear the slide.  The California Department of Transportation did not give an estimated time of fully reopening the roadway.",CA 299 near Junction City,1km,rock_fall,unknown,medium,above_road,0.0,0.0,,http://media.jrn.com/images/660*495/299+Rockslide.jpg,,glc,9156.0,United States,US,California,3600.0,Weaverville,9.49963,07/25/2016 03:16:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.0544,40.7331,1,2016
Oregon DOT,,8840,2011-01-16 16:28:00,,"OR 218, milepost 34.9",,"OR 218, milepost 34.9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8840.0,United States,US,Oregon,473.0,Fossil,9.72327,07/08/2016 06:00:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.2668,44.9184,1,2011
King 5,http://www.king5.com/story/news/local/2015/01/06/flood-landslide-danger-tuesday/21331341/,6649,2015-01-05 00:00:00,,US 101 from milepost 29 to 53.5 in South Bend,US 101 was closed from milepost 29 to 53.5 in South Bend due to a debris slide blocking the roadway.,US 101 from milepost 29 to 53.5 in South Bend,5km,mudslide,rain,small,above_road,0.0,0.0,,http://www.gannett-cdn.com/-mm-/101a545e78cb1c2fec91e85649ec9201f60cfc0a/c=2-0-813-610&r=x513&c=680x510/local/-/media/2015/01/06/NWGroup/KING/635561637409987087-slide3.jpg,,glc,6649.0,United States,US,Washington,1637.0,South Bend,1.57256,01/07/2015 09:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.7858,46.6689,1,2015
Oregon DOT,,8085,2015-12-09 21:50:00,,"OR 350, milepost 29.3",,"OR 350, milepost 29.3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8085.0,United States,US,Oregon,1940.0,Enterprise,37.75059,06/30/2016 07:23:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-116.8344,45.5593,12,2015
wenatcheeworld.com,http://wenatcheeworld.com/apps/pbcs.dll/article?AID=/20080819/NEWS04/67049/1002,733,2008-08-19 00:00:00,,"Highway 153 after the road turns off to the Loup Loup Pass, Wenatchee, WA",Highway closed from 1:50 to 4:30 p.m,"Highway 153 after the road turns off to the Loup Loup Pass, Wenatchee, WA",10km,mudslide,rain,small,unknown,,,,,,glc,733.0,United States,US,Washington,2370.0,Brewster,34.11263,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.0477,48.3455,8,2008
MandC,http://news.monstersandcritics.com/usa/news/article_1270206.php/San_Francisco_hit_by_landslide,30,2007-02-27 00:00:00,,"San Francisco, CA","25 meters wide, 8 meters deep & 11 meters high, 150 residents evacuated","San Francisco, CA",5km,complex,rain,medium,unknown,,,,,,glc,30.0,United States,US,California,805235.0,San Francisco,4.28838,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4629,37.7923,2,2007
Yakima Herald,http://www.yakimaherald.com/news/yhr/saturday/1478729-8/location-of-flash-flood-damage-unrelated-to-2009,5452,2013-09-05 21:00:00,,Highway 410 near mile marker 107,"The same mudslides that blocked State Route 410 northwest of Yakima last week have also resulted in the closure of eight miles of roads within the Oak Creek Wildlife Area, temporarily eliminating access to a popular hunting destination. Stretches of Mud Lake Road and Garrett Canyon Road on the upper southern slopes of Cleman Mountain were both damaged by mudslides and remain closed, according to wildlife area manager Ross Huffman of the Washington Department of Fish and Wildlife. Mud Lake Road was already gated closed at its junction with S.R. 410, but the other end of the road near the radio tower atop Cleman Mountain was damaged by the same mudslide that covered the highway and resulted in its closure for three days. Mud Lake Road and Garrett Canyon Road are the two ways hunters get to Sanford Pasture, a popular area for deer and elk hunters. Department of Natural Resources road crews are expected to clear the upper stretch of Mud Lake within the next couple of weeks, Huffman said, b",Highway 410 near mile marker 107,5km,debris_flow,downpour,medium,natural_slope,0.0,,,http://mediaweb.kirotv.com/photo/2013/09/06/photo2_4031023_ver1.0_1280_720.JPG,,glc,5452.0,United States,US,Washington,1191.0,Tieton,17.8944,06/21/2016 06:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.9229,46.8218,9,2013
Columbia Basin Herald,http://www.columbiabasinherald.com/news/article_814f7a4c-11ee-11e4-9cb2-0019bb2963f4.html,7784,2015-07-19 09:00:00,,Soap Lake,First responders initially responded to the area for reports of rocks on road because of the cattle on the cliff's edge. The road was closed before the cows began falling off the edge. All 12 cows that fell died at the scene.,Soap Lake,5km,rock_fall,unknown,small,above_road,0.0,0.0,,,,glc,7784.0,United States,US,Washington,1514.0,Soap Lake,2.22423,06/21/2016 03:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.4919,47.4097,7,2015
Oregon DOT,,8285,2014-10-25 23:29:00,,"US 20, milepost 11.6",,"US 20, milepost 11.6",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8285.0,United States,US,Oregon,2449.0,Siletz,6.5538,07/05/2016 07:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8629,44.6792,10,2014
Oregon DOT,,8645,2012-03-16 02:05:00,,"OR 58, milepost 23",,"OR 58, milepost 23",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8645.0,United States,US,Oregon,1045.0,Lowell,15.37531,07/07/2016 05:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6265,43.8396,3,2012
eatdrinkexplore,http://www.eatdrinkexplore.com/index.php/explore/travel-news/hot-topic/693-road-into-yosemite-closed-by-landslide,4164,2012-01-22 23:30:00,,"Big Oak Flat Road, Yosemite National Park","YOSEMITE NATIONAL PARK — Big Oak Flat Road, one of the main arteries leading into the Yosemite Valley, is open again after it was shut down most of last week because of a landslide. The stretch of roadway affected was the portion connecting Highway 120 and the valley floor.  The park announced the road's reopening on Saturday morning morning, January 28, 2012, at 8:00 a.m. The park's Roads and Trails Crew worked throughout the week to clear the road of the debris and rocks that came crashing down around 11:30 last Sunday night.","Big Oak Flat Road, Yosemite National Park",10km,landslide,rain,small,unknown,0.0,,,,,glc,4164.0,United States,US,California,1035.0,Yosemite Valley,15.56266,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.7538,37.7289,1,2012
slidingthought.wordpress,http://slidingthought.wordpress.com/2009/11/17/landslides-from-the-november-16th-storm/,1310,2009-11-17 00:00:00,,"4 miles north of Carkeek Park, WA","A landslide occurred 4 miles north of Carkeek Park on November 17th, around 6-7am. The landslide was about 30 feet in length, 4-6 feet deep (mostly brambles and blackberry bushes) and composed of mud (no rock). It didn’t flow across the track","4 miles north of Carkeek Park, WA",5km,landslide,downpour,small,unknown,0.0,,,,,glc,1310.0,United States,US,Washington,53007.0,Shoreline,2.94195,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3793,47.7628,11,2009
Record Searchlight,http://www.redding.com/news/local/Rock-slide-closes-Highway-299-on-Buckhorn-Grade-365828291.html,9233,2016-01-19 00:00:00,,"Lewiston : Already the source of numerous rock slides over the weekend, there is another slide on Highway 299 west of Redding this afternoon.  The mo*","Already the source of numerous rock slides over the weekend, there is another slide on Highway 299 west of Redding this afternoon.  The most recent slide is about three miles up the Buckhorn Grade, according to state Department of Transportation officials.  Caltrans said traffic is currently down to one lane in the area of the slide, but could both lanes could be closed as crews work to clean up the mud and rocks.  Caltrans has been doing road construction in the area for the past couple years to straighten many of the tight curves on the road.  There were several other rock slides on Highway 299 in Trinity County over the weekend. A slide east of Del Loma closed both lanes of the road for some time during the weekend.   One lane of the road is open through the Del Loma slide, Caltrans said.",,10km,rock_fall,unknown,small,above_road,0.0,0.0,,,,glc,9233.0,United States,US,California,1193.0,Lewiston,4.95198,07/29/2016 05:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7994,40.6632,1,2016
